X1,X2,X3,X4,X5,X6
2.8971539071,-0.8883139477,-1.011492463,-0.6960131297,0.9022679867,0
-0.5656429139,0.0388973118,0.2795740246,0.070990082,-0.4827340615,0
2.6101139831,-0.792976077,-0.5846459626,-0.0916099488,-0.2902870579,0
-0.5034918822,-0.922613632,0.949434851,2.9329155879,-1.221230643,1
-0.561951419,-0.4504081122,1.9569653547,1.1808059731,-1.104983977,0
0.059105903,1.1879149981,0.9581659176,0.2977960083,-0.4699148585,1
-0.4767768719,-0.2932071988,1.3605513841,-1.1975728835,-0.6080787308,0
1.4629091848,1.0381366159,-0.243419024,0.0736767312,0.3859975615,0
-0.710852579,-0.9356327304,-0.1200840641,0.9182425027,-0.136582573,1
-0.7721593413,-0.1450033284,0.8387620988,-1.0636396515,-0.5083603067,0
-0.6679800006,-0.8304870605,-0.1986701467,-1.1634235627,-0.136582573,0
2.6007163922,-1.7528819586,-0.6514742809,-0.5986291245,-0.2602033644,0
-0.5601580745,-0.9183248496,1.1411076961,0.9946236902,1.5949514226,0
-0.6195899767,-0.8546699183,-0.074209225,1.8628131435,-0.136582573,1
-0.7120590107,-0.8542116649,-0.105826924,1.0685190993,4.2258900115,0
2.8648737063,-0.8368673588,-0.4836400571,0.080825227,0.1520605707,0
0.3451082491,-1.0903014997,0.5130760265,2.0587125598,1.6782580008,1
1.4484576231,-1.0364508426,-0.6716627112,-0.364489399,0.0364884807,0
0.5745049574,-0.0317089719,-0.358880896,-0.0295759706,-0.8153175902,0
-0.7860554321,-0.6415585573,1.0678337327,1.001591402,-0.136582573,0
-0.6373173034,0.607719112,0.7051486852,0.1323486315,-0.5552349151,0
2.7161658549,-1.8433141673,-0.4937304902,0.2681273656,-0.4343150337,0
0.2113876338,0.5640910322,0.1350889204,-0.0367872385,-1.1765831953,0
-0.0541379789,2.0398316884,0.1944677371,-0.9041330338,0.2176732091,0
-0.8419478079,-0.9699841151,-0.1440091316,2.1307499124,-1.6933087812,1
-0.5768501524,-0.4017968197,0.3598501305,2.5350404085,-1.6298416525,1
0.9770176343,0.1271874793,-1.0449255322,-0.3251199438,0.0943941357,0
-0.8016691742,-0.8910505434,0.575036343,1.6340085511,-1.0674297405,0
0.3610503829,1.120962992,0.0558123488,0.3150872327,-0.8939735375,0
-1.0754290329,-0.6606700767,0.7523267009,-0.5005970593,-0.136582573,1
-0.2750512362,2.0751054551,0.2419331864,-0.8793719201,-0.4022922164,0
-0.6432038985,-0.6254538855,-0.0945489361,1.7686046573,2.4527088072,0
-0.6233618227,-0.3319460667,2.1381674033,-1.4876519108,-0.81824139,1
-0.1030892964,1.9611295935,-1.3625969609,-0.7381822241,-0.3683740541,0
-0.6526981437,0.1417575894,1.2107401131,0.5024270346,-0.136582573,0
-0.501175673,2.2704859321,-1.3653567559,-0.7561325565,-0.3735441244,0
2.6743017417,-0.8076742631,-0.572597523,-0.5939568657,-0.2113762554,0
-1.0427916771,-1.6830417807,-0.3601322048,-1.0900956141,-0.136582573,0
1.4857219241,-0.4577977431,-0.9707719787,-0.3720773,0.0429071159,0
-0.0336833711,1.0963465559,-1.2979557315,-0.1696834741,-0.4240999756,0
1.2853564354,-0.3445715371,-0.4320262706,-0.1221636792,1.8636404579,0
0.7539558572,-0.3935329823,-1.0118458118,-0.5920868825,-0.0043542053,0
-0.6865073453,-0.9475097202,-0.2609384278,1.3443902716,1.681054981,0
-0.2958086164,2.4508497957,-1.4814161872,0.4421506774,-0.6055440761,0
-0.4265457586,-0.8009802375,0.6538752807,1.8628884701,-1.1035785379,0
0.3756300407,0.7150561734,-1.2051957132,-0.7030285485,-0.328469312,0
-0.7434134266,-0.9159454566,1.1546149154,-1.6616413257,-0.8092684691,1
-0.3270477457,-0.2284054589,0.8117800775,-0.8882805477,0.1883170779,0
0.593020657,0.8177519498,-1.3552025687,-0.2498711665,0.3090180652,0
-0.7858970588,-0.4706511652,1.6619568789,-1.4016025524,-1.0660955289,0
-1.1223412944,0.1945154883,1.0517007099,-1.5024033729,-0.136582573,0
-0.6007062921,0.1963837524,0.2302996885,-0.0896163043,0.1354072464,0
-0.7912200313,-0.3084787893,1.5862408103,-1.4057467716,-0.6240875336,0
-0.6324764378,-0.1781268288,1.5822967022,0.9812155527,-0.136582573,0
-0.5023844338,1.5372333889,-1.2898935424,-0.82754972,-0.3569220707,0
-0.8302439061,-0.5723599341,-0.4732935271,0.917903533,1.5460355398,1
-1.0872394873,-0.6597946951,0.6013376004,1.6504674164,-0.136582573,1
-0.6609987667,-0.225244685,-0.34758778,0.0922459972,0.6355159904,0
0.498578944,1.2351856055,-1.1734267334,-0.6980595028,0.2898213999,0
-0.6838895282,0.0459003648,0.7753538084,-1.1060598346,-0.5862970304,0
-0.2388804094,1.4369228806,0.5067978709,0.1934699022,-0.4561384281,0
0.5765428489,1.0223444965,-1.3033013486,0.0442729871,1.633037259,0
-0.3872482241,-0.1667997432,-0.2488716183,-1.2374884567,1.885495123,1
-0.7462653101,-1.127519906,-0.2692426662,0.9089020025,1.6647074136,1
0.3597111971,-0.5340840198,-0.9950892958,-0.3638805089,-0.136582573,0
-0.6642361029,-0.2585914371,2.6308675411,-1.5172891674,-0.7832826122,0
-0.6851483628,0.3603914923,0.5930711822,0.0939584223,-0.5760819724,0
2.3328559382,-1.1081921849,-0.9307162658,-0.3864228771,-0.243651322,0
-0.7108118212,-0.7546801874,0.127718301,1.1798141727,1.0874958281,1
-0.7731561614,-0.9463347113,0.3116347604,2.1222254505,-1.3699830832,0
2.8564543033,-0.6411766794,-0.9682120905,-0.6079303293,-0.2266833809,0
-0.7060152069,0.2228332023,0.2451641133,-0.0762684282,-0.136582573,0
-0.6635082845,0.0451953594,2.1130547811,-1.4075345233,-0.8030056656,0
-0.1681189953,0.9421618903,-0.0683622199,-0.1897781041,-0.3472907302,0
-0.5757986004,0.0203674217,-0.2320837656,-0.0260569622,0.531669849,0
-0.2710080595,1.3502777256,-1.4966253162,-0.8362913736,-0.4248661049,0
-0.5900941179,-0.8472861625,0.5362436091,0.4747896996,-0.136582573,1
0.2408380767,1.0886972481,-1.4086544176,-0.2423573366,0.3008720775,0
-0.4036503391,1.2477347004,1.0341413248,0.3979163783,-0.6581533625,0
-0.2937998376,-0.4645622692,1.3125413237,-1.1234100649,0.5867495116,1
-0.8048133496,-0.9694694612,-0.2768510127,2.0615373078,-0.136582573,0
1.5533915659,-0.1554139071,-0.4389408863,-0.6329810739,-0.2434435464,0
-0.7064355948,-0.0256811764,0.0900774627,0.8697196084,-0.8956760471,0
-1.1449013352,0.2714785701,1.2600360608,0.3772869294,-0.136582573,0
-0.7305758748,-0.7298275746,-0.2877842963,0.4158014276,1.9814089591,1
-0.1994990303,-0.9108118428,0.0119765595,1.9008405296,-1.1769514933,0
-0.6008832976,0.8899679957,-1.310963724,-0.1178549968,-0.3504247378,0
0.1879448949,1.2980720809,-1.3619237611,-0.7335948333,-0.3262386768,0
0.2348408533,1.1926972843,-1.3886691359,-0.7390409476,-0.3457202519,0
-0.6466636559,-0.0584521741,1.8362864543,-1.340097116,-0.6672409422,0
-0.7395379393,-0.979360686,0.2026812071,2.5886352949,-1.6052525484,0
-2.1100758453,-2.4245522863,-1.144534251,-0.6905933798,-0.3309831196,0
-0.6276553689,-0.8301944833,-0.0431566681,1.9176007014,-1.4964135367,1
-0.674274174,-0.2247276811,1.7526065292,-1.4378547412,-0.6529242256,0
-0.5539978198,0.5282885115,-0.1758364626,-0.1871303735,0.1033392605,0
1.9212135075,-1.1033194231,-0.7038552774,-0.3982708748,-0.0266115661,0
0.4276952563,1.5436489374,0.3643129158,-0.0689077625,0.2004153201,1
1.7329705617,0.8645760538,-1.1279376605,-0.6818793459,-0.2882179874,0
-0.6302056445,-0.6333652203,-0.3487396757,0.9711092319,-1.0713733089,1
-0.5232547714,-0.1360497607,1.5458704332,-1.1783570641,-1.1398385196,1
-0.7324379254,-0.3194451472,1.6822285136,-1.3246765025,-0.6205939142,0
-0.2464939719,1.7787212145,-1.2025882796,-0.711427466,0.1151074244,0
0.3974762372,-0.0264449321,-1.0836037249,-0.6174857615,-0.236907299,0
0.5449147734,0.9167934485,-1.2852848792,-1.0979107504,1.985560998,0
2.0581947492,-0.7579185119,-0.6209436429,-0.2968335445,0.0397314142,0
-0.7953482171,-0.578955259,-1.4570859032,2.3232345221,-0.136582573,1
0.209428929,1.8663651271,0.1769623809,0.0488013721,-0.386401547,1
-0.1479450343,-0.0929739351,0.9734236725,0.356245695,-0.5263617407,0
-0.0260208992,1.1022333504,-1.3441017956,-0.7387547064,-0.136582573,0
-0.6795855014,-0.8594604296,-0.4142594146,0.6603141301,1.5117386561,0
-0.5143241487,-0.5383634021,1.7574799339,-1.4338034248,-1.0152095992,1
0.0164021785,1.3896522732,0.8220455641,0.0470324521,-0.418695376,1
-0.7762828691,-0.7373817067,0.6233597708,2.0611857836,-0.136582573,0
1.9966504269,-1.0245033522,-0.1335026761,0.7783484246,-0.7247023812,0
-0.6078074705,-0.7029962467,1.7839324723,-1.4909047651,1.6347745138,1
-0.2056080466,0.95800101,-1.2788197837,-0.7275235082,-0.3173109245,0
1.9934480261,-1.023941698,-0.1348858153,0.7783358702,-0.7215353657,0
-0.7708015233,-0.4913407217,0.1588929632,2.0392782931,-1.3338030152,0
0.7786551017,0.8355415843,-0.2696111432,0.9944604825,-0.7074653393,0
-0.1273052695,2.236340174,-1.2515146697,-0.8206749109,1.0141141864,0
0.236168394,0.4096361145,-1.0947833802,-0.6371817881,0.0539960132,0
1.3867968499,-0.221273155,-0.4384092422,-0.6076184772,-0.2248693395,0
-0.8433497607,-0.9937980201,-0.4352345053,0.1824157215,-0.136582573,0
0.3148077143,1.0911882669,0.3810942851,0.2172417264,1.3401274176,0
0.3588261699,1.168844604,-1.1497923413,-0.2851453647,-0.4148438821,0
2.1584822994,-0.5027453579,0.4271376943,-0.8877093209,-0.351776322,0
-0.2216025833,1.6617608303,0.2629439362,0.0048746567,-0.4433626565,0
-1.1343916378,0.4517954332,0.6265150572,0.2772406305,0.5102355995,0
0.4074211475,1.5510162431,-1.3978216277,0.4088161395,0.7103482399,0
-0.4251471828,-0.5636307932,0.7638024344,0.9648696773,-0.8271135502,1
-0.4508723601,-0.7562429493,1.3137839879,-1.3567179335,0.6566705418,1
0.3811265251,0.1962897517,0.9726564625,-1.0836941073,1.3324973946,1
-0.3016882244,0.0971072519,1.2468422089,-1.1143018217,-0.4952492449,0
-0.7960201391,-0.6803033002,0.4411095619,1.4473491996,-0.136582573,1
0.8820286019,0.4100238675,-1.1547208555,-0.6519558482,0.0513449624,0
-0.6890063825,-0.2283937088,1.6606385743,0.8932466211,-0.7518139792,0
-0.6092992071,-0.2047877804,1.5022691292,-1.2485903443,-0.6753660828,1
-0.6518375712,0.181378889,0.2407791296,-0.9373018532,0.2903008822,0
1.4943858741,-1.0613974562,-0.9256075113,-0.3819040335,-0.2180372376,0
-0.7366802332,-0.9072926912,-0.514114505,0.3694818367,-0.136582573,1
-0.8667356716,-1.0367304947,-0.4907653854,0.0318943134,-0.136582573,0
-0.6088194292,-0.1422538076,1.8944431379,-1.7231844254,-0.136582573,0
-0.5240396507,0.0638192502,0.6920520854,-1.2218393525,-0.6812015216,1
-0.6016378997,-0.4038906856,1.9058756483,-1.3386646548,-1.0394199818,1
-0.7023702925,0.3929744886,0.3837741174,0.1471942518,-0.136582573,0
-0.1833053624,-0.4665785845,0.644139277,0.5377062546,-1.519981135,1
-0.7772098186,-0.5113358478,0.4975373214,2.0833820261,-0.136582573,0
-0.2563946309,1.4940753126,-1.3457507569,-0.9310434669,1.786732189,0
-0.7623751333,-0.8255778734,-1.5640965781,2.0384245915,-0.136582573,0
0.3915488843,1.1272845398,0.9799179436,-0.8940995287,-0.4251683873,1
-0.6970822553,-0.6456041129,0.3064263766,1.1320947622,-1.3893274151,1
-0.2783933782,2.4845255502,-1.4375901231,-0.8084054608,-0.3910295937,0
2.8000687578,-0.6585715109,-0.9667079266,-0.5777472059,-0.2166516032,0
-0.6849096384,1.3715453864,-0.0962951495,1.727200128,-1.0826081355,0
0.1399310075,0.165904022,0.8884254428,1.1355848953,-0.9278621664,1
-0.7688591216,-1.034919806,-0.3290429082,-1.2552893912,2.9806084158,0
0.4691517913,-0.0906239173,-1.0268820484,-0.6249177364,-0.2300489646,0
1.859506154,-0.4450371466,-0.974168234,-0.383004932,-0.1974566752,0
-0.7564733996,-0.9974781479,-0.3021473331,-1.3111302662,3.2086404777,0
0.4155610683,0.9579070093,-1.1891804734,-0.1815725248,-0.3716036108,0
-0.5895363179,-0.7110027573,0.9717703889,0.4897746742,1.0091664848,1
-0.0858941505,1.8356973952,-1.3701048137,-0.8136846011,1.3994616172,0
-0.8114068019,-0.8194102518,0.1756224647,-0.5005970593,-0.136582573,1
-0.0741687052,0.0218831832,-1.1470206599,-1.0354900956,3.1688052256,0
2.4442063278,-0.3108006068,-0.0214673156,-0.6862884638,-0.2746382143,0
-0.4759011608,1.0523424732,0.5567529709,0.548657489,1.6348092589,1
0.2449953753,0.7455359039,-0.1155888615,-1.0426649556,1.8697034771,0
-0.7767684695,-0.8683599468,0.1677731494,1.5734208439,-1.4382537214,1
0.6861581195,0.6264957539,-1.1978315773,-0.6557523096,-0.2771958008,0
2.6323211775,-0.9023882041,-0.9604557049,-0.6063027723,-0.0131862349,0
-0.7938774418,-0.7888976211,0.3956604704,0.3380706383,0.8083641543,1
2.1624649216,-1.1175675808,-0.3399405327,0.7333859682,-0.528825168,0
-0.7850842312,-1.019047786,-0.311301986,2.2476191553,-1.7196125558,0
-0.0331488613,1.3239927769,-1.2614451774,-0.1987043079,0.1482837788,0
-0.6419590379,0.4002830438,-0.0572808972,-0.1491067538,-0.3269822219,0
-0.3568859703,0.9341718299,-1.2333339525,0.0927544519,2.381533479,0
1.2800695627,-0.0530471333,-0.5446019199,-0.3579836904,-0.2521268669,0
0.3115121527,-0.1121970804,-1.119856021,-0.6486188791,-0.2412730203,0
-0.720200096,-0.581210101,0.1371657905,1.0571698893,-1.4770848401,1
-0.4305272163,0.7571684918,-1.1604803338,-0.2209545345,-0.2933274275,0
-0.8519948457,-1.1241441055,-0.4975341232,0.1707262863,-0.136582573,0
-0.0983148078,1.9072789364,0.2698488267,-0.946428928,0.2392030075,0
-0.5816851955,-0.2723390411,1.7838244145,1.2016086732,-0.136582573,0
-0.3254989482,-0.8272240609,1.385145329,1.0645518976,2.5709289947,1
-0.6125575044,-0.2364190195,2.0198009389,-1.4499434074,-0.136582573,0
-0.1896007003,2.3940851165,-1.4253115205,0.4064584164,0.5193579244,1
-0.3183628346,-0.9512944238,1.3933577183,0.6744491694,2.7110559648,1
-0.7367885325,-0.6578653305,-0.2707111711,0.499804413,-0.136582573,1
-0.6952423304,0.3081975977,0.6007108654,-1.1458209883,-0.136582573,0
0.2699158766,0.9445824086,-1.2873325736,-0.2111947161,-0.3651514465,0
-0.8617346859,-1.1343807829,0.1273833219,-0.9169812434,-0.8643185984,1
-0.507112342,2.0139227426,-1.39848078,-0.8026881707,-0.4018248948,0
2.4059638388,-1.8105619697,0.6449929333,0.1313204232,-0.5116715143,0
0.2006310604,2.02945636,0.0734970809,0.3129128044,0.4095425755,0
-0.5761456242,-0.1088013047,1.3880953057,0.6946542784,-1.3129976521,1
-0.3293313487,1.9107452126,0.2627818496,0.0658427633,-0.136582573,0
-0.609664863,-0.3968735325,0.3897929343,0.7779466827,-0.136582573,1
-0.8133049522,-0.7949183666,0.6523624721,2.2932294205,-0.136582573,0
-0.7116665711,-0.4247329931,-0.0285094394,1.5579161157,-1.2630064086,1
-0.0602353502,-0.1107400694,-0.460082386,-0.6259649019,-0.2489787875,0
-0.8006117997,-1.1082979357,-0.2946362386,-1.6091575068,-0.136582573,0
3.8285751121,-0.7662693001,-0.9416158354,-0.5591844682,-0.1944910076,0
-0.7264022731,-0.9862309629,1.2263976818,1.0661337565,2.417181947,1
-0.7057333956,-0.2204506488,1.3376539459,-1.2656970185,-0.5339639676,0
2.4435658476,-0.2948522112,-0.2924469884,0.0414520054,0.5314162098,0
-0.750830187,-0.3766575047,-0.2716242591,0.876335796,1.4021283033,1
-0.7855884638,-1.0860526675,-0.3144345803,1.5937841388,-0.136582573,0
-0.1259556031,1.707092673,0.7024904645,-1.0531617194,-0.483739932,0
-0.7424375677,-0.1494096117,1.3761549238,-1.2035111317,-0.136582573,0
0.960761083,0.8478909276,-0.2003774592,1.0718460248,-0.6458779202,0
-0.7433843138,-0.8809360669,-0.0154744325,1.9729908721,-0.136582573,0
-0.4289085482,0.2041035607,-1.2185981165,-0.7493255414,-0.4644320824,0
3.101991112,-0.9168372883,-0.9716418437,-0.3652062573,0.0061610504,0
-0.5282982616,-0.4498417579,0.1467062096,1.3942564906,-0.136582573,1
-0.8969879957,-1.1165946734,-0.4623894191,-1.0620464936,-1.1072424082,0
